,Clusters,organization_name,naics_code
16498,[242],Rancourt Metal Erectors 2009 Ltd.,238160.0
16499,[1994],2586354 Ontario Limited a/o Spectrum Mechanical,238160.0
16500,[101],2611685 Ontario Inc.,238160.0
16501,[35],Webb Exterior Sheet Metal Ltd.,238160.0
16502,[1545],E.D.S. Contracting & Repair Services Ltd.,238910.0
16503,[1182],Commercial Cleaning Services,561722.0
16504,[1823],Victorian Order of Nurses Greater Kingston,621610.0
16505,[20],1288808 Ontario Ltd. o/a B&J Contracting,238210.0
16506,[2942],Auraclean Facilities Maintenance & Supplies,561722.0
16507,[1315],Regal Security Inc.,561612.0
16508,[121],Compass Group Canada Ltd.,561722.0
16509,[150],Linkun Fence Inc.,238990.0
16510,[2167],MCL Concrete Ltd.,237110.0
16511,[1874],Peter Kiewit Infrastructure Co.,237110.0
16512,[2211],"HAND Association of Sewer, Watermain and Road Contractors on behalf of DVC Contracting",237110.0
16513,[1134],Adey Brothers Scaffolding Solutions Ltd.,238299.0
16514,[22],One Facility Maintenance Inc.,561722.0
16515,[2361],Eagle Steel Inc.,238299.0
16516,[2211],"HAND Association of Sewer, Watermain and Road Contractors on behalf Enviro-Mag Construction",237110.0
16517,[712],Brosco Concrete Levelling,238110.0
16518,[2193],Hornblower Canada Co.,483115.0
16519,[1390],Best Western Plus Leamington,721111.0
16520,[5],Bee-Clean Building Maintenance,561722.0
16521,[2656],Kenora Catholic District School Board,611110.0
16522,[5],Bee-Clean Building Maintenance,561722.0
16523,[5],Bee-Clean Building Maintenance,561722.0
16524,[320],Trevor Smydo Excavating,237310.0
16525,[2784],Schlegel Villages Inc. cob as The Village of Wentworth Heights Retirement Home,623310.0
16526,[3110],Schlegel Villages Inc. cob as The Village at St. Clair,623310.0
16527,[2606],Allied Universal Security Services,561612.0
16528,[643],2044970 Ontario Inc. o/a All Season Excavating,237990.0
16529,[1179],Hexagon Construction Group Inc.,238220.0
16530,[2272],4089171 Canada Inc. o/a Building and Maintenance Ind. Company,561722.0
16531,[1343],Wood Canada Limited,237310.0
16532,[2233],Double M Plumbling & Mechanical Inc.,238220.0
16533,[2233],Double M Plumbling & Mechanical Inc.,238220.0
16534,[1824],"Victorian Order of Nurses for Canada- Ontario, Hastings, Northumberland, Prince Edward (HNPE)",621610.0
16535,[2863],Maxama Protection Inc.,561612.0
16536,[1866],University of Ontario Institute of Technology,611310.0
16537,[1726],Russell Security Services Incorporated,561612.0
16538,[1242],Doug Ray Inc.,237310.0
16539,[267],Grail Springs Retreat Centre for Wellbeing Inc.,721113.0
16540,[698],Waterloo Region District School Board,611110.0
16541,[1292],Amnesty International (Canadian Division - English Speaking),813310.0
16542,[2461],Canadian Bar Association,813920.0
16543,[366],"INEOS Calabrian Corporation Canada, Inc.",325190.0
16544,[2922],"Toronto Windows and Doors, a Division of Jeld-Wen of Canada Ltd.",326196.0
16545,[60],Extendicare Van Daele Manor,623110.0
16546,[921],MDF Mechanical Limited,238220.0
16547,[2975],Comfort Inn o/a 1980 Ltd.,721111.0
16548,[500],Oaks Retirement Village Inc.,623310.0
16549,[691],Big Dogs,238910.0
16550,[1436],Gateway Casinos & Entertainment Ltd.,713210.0
16551,[19],Normco Forming Ltd.,238910.0
16552,[695],B & R Ditching & Excavating,237110.0
16553,[1982],Euro Landscape Construction And Grounds Inc.,236110.0
16554,[2924],Fraser River Pile and Dredge,237990.0
16555,[1637],West Nipissing Ouest Police Service,913130.0
16556,[1650],"Compass Group Canada Ltd, operating as Eurest Dining Services",722310.0
16557,[2331],New Village Retirement Home Limited,623310.0
16558,[872],In4structure Ltd.,237310.0
16559,[633],Hastings Utilities Contracting Ltd.,238210.0
16560,[1851],Iron Horse Corporation,561612.0
16561,[1185],National Judicial Institute,541611.0
16562,[2263],Embassy West Senior Living,623999.0
16563,[1787],Durham Property Maintenance & Snow Removal,237310.0
16564,[2233],Dominus Construction Corporation,236110.0
16565,[2658],Amica Balmoral Club,623110.0
16566,[2658],AMICA Stoney Creek,623110.0
16567,[1984],Ciro Excavating & Grading Inc.,237990.0
16568,[2008],Howlett Development & Construction Services Ltd. and 2174333 Ontario Inc.,237110.0
16569,[1591],Seasons Retirement Communities (Welland LP),623310.0
16570,[1701],Breck Scaffold Solutions Ont.,238160.0
16571,[69],C.R. Metalwork & Contracting,238160.0
16572,[214],Duron Ontario Ltd.,238160.0
16573,[1907],GTA Sewer and Watermain inc.,237110.0
16574,[999],Garlick Metal Works Inc.,238160.0
16575,[113],GDI Services (Canada) LP,561722.0
16576,[2656],Keith's Plumbing and Heating Inc.,238160.0
16577,[1186],Lancaster Heating & Cooling (Residential),238160.0
16578,[2459],"Opus Mechanical Services Ltd., a subsidiary of McDonnell Munro Group Ltd.",238160.0
16579,[1625],Rugged Air Industries Limited,238160.0
16580,[2413],TKG Sheet Metal Contracting Inc.,238160.0
16581,[1473],VR Metal Works Ltd.,238160.0
16582,[2580],VR Mechanical Solutions Inc.,238160.0
16583,[335],Stinson Security Services Limited,561612.0
16584,[43],"Frank Wayne Shank, cob as Construction Safety Compliance Training",238160.0
16585,[378],Tbm Service Group Ltd.,561722.0
16586,[2262],APTIM Services Canada Corp.,237990.0
16587,[1333],Emseal LLC,332321.0
16588,[27],Aramark Canada Ltd.,722310.0
16589,[2139],Lansdowne Excavation Limited,236110.0
16590,[1182],Commissionaires (Great Lakes),561612.0
16591,[243],2475348 Ontario Inc. o/a Complete Control Automation,238210.0
16592,[2165],Powerline Plus Ltd.,237110.0
16593,[394],McMaster University,611310.0
16594,[115],2037168 Ontario Inc. o/a Best Western Plus Durham Hotel & Conference Centre,721111.0
16595,[70],Trillium Gift of Life Network,621990.0
16596,[1127],University Health Network,622111.0
16597,[947],Auto Warehousing Company Canada Ltd.,484229.0
16598,[113],GDI Services (Canada) LP,561722.0
16599,[377],Champlain Manor Retirement Residence,623310.0
16600,[1490],Impact Cleaning Services Ltd.,561722.0
16601,[1989],Hallmark Housekeeping Services Inc.,561722.0
16602,[726],Dan Steele,238140.0
16603,[2252],Viking Plumbing,238220.0
16604,[1461],1900469 Ontario Incorporated,236220.0
16605,[2555],ANJ Industrial Fabricating Ltd.,238299.0
16606,[1096],2495589 Ontario Limited o/a NCPR Neilor Concrete & Rebar Placing,236220.0
16607,[2129],Treeview Roofing Services Corp.,238160.0
16608,[244],"Compass Group Canada Ltd., operating as Chartwells",722310.0
16609,[1303],Bayfield Manor Nursing and Retirement Home,623110.0
16610,[3136],Spectrum Mechanical (2009) Ltd.,238220.0
16611,[36],Canadian Red Cross Society,621610.0
16612,[1412],Always Roofing Ltd.,238160.0
16613,[36],Canadian Red Cross Society,621610.0
16614,[2555],Andrews Exterior Contracting,238160.0
16615,[695],B.I.T. Sheet Metal Ltd.,238160.0
16616,[2628],Destiny Roofing Corporation,238160.0
16617,[954],JDS Metals Inc.,238160.0
16618,[1546],Klimit Mechanical Heating & Cooling,238160.0
16619,[678],P.R. Mechanical Services,238160.0
16620,[784],TL Mechanical Inc.,238160.0
16621,[110],Labourers’ Local 183 Benefit Fund Services Dental Clinic,621210.0
16622,[3074],Alpha Concrete Pumping,237990.0
16623,[295],Hydro One CSO,221122.0
16624,[2045],Supermetal,237990.0
16625,[2039],"Toure Cleaning Services Ltd, (Previously GDI Sercvices (Canada) LP)",561722.0
16626,[1490],Impact Cleaning Services Ltd.,561722.0
16627,[1083],"AEL, a Division of Emcon Services Inc.",488490.0
16628,[2399],Thomac General Contractor Inc.,236220.0
16629,[1537],Mountsberg Excavating Inc.,237310.0
16630,[1220],Metroplex Service Group,238299.0
16631,[431],York Demolition Corp.,238910.0
16632,[562],Compass Canada Support Services Ltd.,561722.0
16633,[986],Hinton Scaffolding Solution Inc.,238990.0
16634,[5],Bee-Clean Building Maintenance,561722.0
16635,[5],Bee-Clean Building Maintenance,561722.0
16636,[3083],All Weather Seal (AWS),238910.0
16637,[52],Dexterra,561722.0
16638,[2504],Office of the French Language Services Commissioner,912910.0
16639,[670],Clark Multi-Trade Contractors Inc.,238990.0
16640,[643],1412768 Ontario Ltd. o/a Central Construction,238140.0
16641,[643],1412768 Ontario Ltd. o/a Central Construction,238140.0
16642,[1171],2K4 2018 Inc.,236220.0
16643,[799],Sodexo Canada Ltd.,722310.0
16644,[610],Canada Computers Inc.,443144.0
16645,[1984],CIMS Limited Partnership,237990.0
16646,[1120],Northern Credit Union Limited,522130.0
16647,[2572],A-1 Driveways Group (2014) Inc.,237990.0
16648,[2093],Dean Jackson Excavating,237990.0
16649,[791],Camino Construction 2016 Inc.,237990.0
16650,[3064],Cahill Constructors Limited,238220.0
16651,[181],Sun Stone Masonry Ltd.,236220.0
16652,[913],Ferrari Hydro Vac Services Ltd.,238990.0
16653,[778],Groves Memorial Community Hospital,622111.0
16654,[1660],Amico Infrastructures Inc.,237110.0
16655,[791],Cambridge Shelter Corporation,623221.0
16656,[51],Storrack Manufacturing Ltd.,332311.0
16657,[2424],Reel Mechanical Inc.,238220.0
16658,[2904],Magik Inc. MK Concrete Solutions Inc.,236220.0
16659,[534],Dtz Canada Inc.,561722.0
16660,[1505],Maxreno Services,238910.0
16661,[397],Cedar Crossing Retirement Community Inc.,623310.0
16662,[1257],Ontario Gaming GTA LP c.o.b. Great Blue Heron Casino,713210.0
16663,[1676],JJAC Mechanical Contractors Inc.,238220.0
16664,[2036],MP Plumbing Contractors Inc.,238220.0
16665,[2286],Huron Perth Healthcare Alliance,622111.0
16666,[577],"Dufferin Construction Company, a division of CRH Canada Group Inc.",237130.0
16667,[1891],Guardian Tree Systems Inc.,561730.0
16668,[57],Coco Paving Inc.,237130.0
16669,[880],Northampton Inns (Whitby) Inc. c.o.b. as The Anndore House,721111.0
16670,[1044],London Paving & Concrete Ltd.,237310.0
16671,[2179],Cope Construction Company,237310.0
16672,[1415],Metrix Ready Mix Ltd.,327320.0
16673,[2195],Morriston Mechanical Consultants & Technicians Inc.,236110.0
16674,[70],Triple Crown Enterprises Ltd.,238299.0
16675,[1490],Impact Cleaning Services Ltd.,561722.0
16676,[1675],Hermanns Contracting Limited,238990.0
16677,[893],Chartwell Alexander Muir Retirement Residence,623310.0
16678,[1706],Steripro Canada LP,561990.0
16679,[1989],Hallmark Housekeeping Services Inc.,561722.0
16680,[109],Chubb,334290.0
16681,[52],Dexterra,561722.0
16682,[1989],Hallmark Housekeeping Services Inc.,561722.0
16683,[1989],Hallmark Housekeeping Services Inc.,561722.0
16684,[2124],ParaMed Home Health Care - Muskoka,621610.0
16685,[1066],Milron Industrial Corp.,238299.0
16686,[54],Zencorp Mechanical Inc.,238220.0
16687,[425],Corvin Building Maintenance Ltd.,561722.0
16688,[2065],Titan Group Construction Inc.,237990.0
16689,[378],TBM Service Group Inc.,561210.0
16690,[106],House Of Commons,911910.0
16691,[3072],Tone-Gar Security Services Inc.,561612.0
16692,[3111],London Paving Bros. Inc.,237990.0
16693,[2131],Palfour Structural Inc.,236220.0
16694,[257],Durasystems Barriers Inc.,332810.0
16695,[107],Canadian Centre for Torture Victims o/a Canadian Centre for Victims of Torture,813310.0
16696,[1146],COPE Ontario,813930.0
16697,[2897],I.Q. Exhibit 3D Marketing and Exhibit Specialists,238390.0
16698,[1401],Onsite Contracting Inc.,236220.0
16699,[1623],C. Valley Paving Ltd.,237310.0
16700,[577],Dufferin Construction Co. and Royel Paving a Division of CRH Canada,237310.0
16701,[577],Dufferin Construction Co. and Royel Paving a Division of CRH Canada,237310.0
16702,[120],Suncrete Construction Co. Ltd.,237310.0
16703,[1790],HK United Construction Ltd.,237310.0
16704,[1853],FGP Construction,238190.0
16705,[2165],Powercomm Solutions,237130.0
16706,[343],VK Vac,237130.0
16707,[232],Canadian Environmental Law Association,541190.0
16708,[377],Chartwell Isabella Retirement Residence,623310.0
16709,[1134],Advocacy Centre for Tenants Ontario,541110.0
16710,[2274],Windsor Machine & Stamping (2009) Ltd.,332999.0
16711,[2570],Honeywell Building Solutions,561210.0
16712,[891],C.C. Crane Rental,237990.0
16713,[243],1075177 Ontario Ltd. O/A General Maintenance Services,236220.0
16714,[2644],Commonwealth Constructors,237990.0
16715,[243],1075177 Ontario Ltd. o/a General Maintenance Services,236220.0
16716,[175],K-Town Delivery Inc.,492110.0
16717,[562],Compass Group Canada o/a Chartwells,722310.0
16718,[1735],Groundbreaking Foundations Inc.,237990.0
16719,[3111],London Paving Bros. Inc.,237990.0
16720,[3025],C. Valley Paving Limited,237310.0
16721,[1158],Lakeridge Health,622111.0
16722,[1401],Onsite Contracting Inc.,237990.0
16723,[1404],Status Construction Ltd.,237990.0
16724,[120],Suncrete Construction Co. Ltd.,237990.0
16725,[2960],Total Roadworks Inc.,237990.0
16726,[791],Cambridge Memorial Hospital,622111.0
16727,[2325],Vivid Cleaning Inc.,561740.0
16728,[34],Viola Construction Inc.,237990.0
16729,[2297],Knights on Guard Security Surveillance Systems Corp. c.o.b. as Knights on Guard Protective Services,561612.0
16730,[1853],FGP Construction,237990.0
16731,[1790],HK United Construction Ltd.,237990.0
16732,[2165],Powercomm Solutions,237990.0
16733,[518],Toronto Hydro-Electric System Limited,221122.0
16734,[1190],Caressant Care Nursing & Retirement Homes Ltd.,623110.0
16735,[1456],SQM Janitorial Services Inc.,561722.0
16736,[982],IDD Interior Drywall Design Inc.,238310.0
16737,[377],Chartwell Parkhill Long Term Care Residence,623110.0
16738,[643],2346811 Ontario Inc. o/a Can-Am Contracting,237990.0
16739,[2848],Dresden Ready-Mix Limited,237990.0
16740,[236],Enbridge Gas Inc.,221210.0
16741,[1405],Elite Hydro Excavation Inc.,237990.0
16742,[1515],Facca Incorporated,237990.0
16743,[2509],Badger Daylighting LP,237120.0
16744,[30],Bricaza Corp.,237990.0
16745,[644],GFL Environmental Inc.,562210.0
16746,[2807],Mahan Form Inc.,237990.0
16747,[2761],Nick's Drilling Services,237990.0
16748,[1410],Preco-Mse Inc.,237990.0
16749,[3180],A-Plus Building Maintenance and Supply Ltd.,561722.0
16750,[2332],Takona Construction Inc.,237990.0
16751,[1454],The Master People,237990.0
16752,[113],Gdi Integrated (Canada) Lp,561722.0
16753,[319],Neighbourhood Group,624190.0
16754,[1818],Trillium Health Partners,622111.0
16755,[650],Palumbo Investments Inc. (Northside Toyota),441110.0
16756,[1866],Université d'Ottawa/University of Ottawa,611310.0
16757,[678],PCL Industrial Constructors Inc.,238910.0
16758,[2153],Burloak LTC,623110.0
16759,[518],Toronto Cricket Skating and Curling Club,713910.0
16760,[1634],OMT Hospitality Inc.,722511.0
16761,[272],"Villa Retirement Lodge, (A Division of Jarlette Ltd.)",623110.0
16762,[2095],Ironstone Building Company Inc.,238990.0
16763,[889],Mississauga Hurontario Hotel LP o/a Novotel Mississauga,721111.0
16764,[2977],"Corporation of the County of Simcoe - Simcoe Manor, Home for the Aged",623110.0
16765,[789],Emcon Services Inc.,488490.0
16766,[367],Team Solutions,561722.0
16767,[2848],Dr. Roz's Healing Place,624310.0
16768,[1667],C & W Facility Services Canada Inc.,561722.0
16769,[2266],Dynacare Gamma Laboratory Partnership dba Dynacare,621510.0
16770,[1705],Police Services Board of the Treaty Three Police Service,914110.0
16771,[1667],C & W Facility Services Canada Inc.,561722.0
16772,[1042],ASG Excavating Inc.,237310.0
16773,[2008],HR Ottawa Employee Services Inc. c.o.b. as Rideau Carleton Raceway and Casino,713210.0
16774,[1623],C. Valley Paving Ltd.,237310.0
16775,[335],St. Peter’s Residence at Chedoke,623110.0
16776,[195],Waste Connections of Canada Inc.,562210.0
16777,[2651],9260 - 8074 Quebec Inc.,238910.0
16778,[460],Seasons Group And All Subsidiaries,315220.0
16779,[286],Bowmanville Creek Retirement Home,623310.0
16780,[1248],Talon Industries Inc.,238220.0
16781,[1404],Status Construction Ltd.,237110.0
16782,[2960],Total Roadworks Inc.,237110.0
16783,[1866],University of Ottawa/Université d'Ottawa,611310.0
16784,[1096],"969774, 1010976, 2153592, 2153743, 2191434 O/A Elgin Construction",237310.0
16785,[1098],Domclean Limited,561722.0
16786,[588],Drainville Ltd.,237110.0
16787,[3160],Chartwell Wynfield Long Term Care,623110.0
16788,[2183],Water Workz Inc.,237110.0
16789,[541],Paramed Home Health Care,621610.0
16790,[789],Emcon Services Inc.,488490.0
16791,[320],Trevor Smydo Excavating,237310.0
16792,[2047],Navacon Construction Inc.,237990.0
16793,[2272],1887014 Ontario Ltd. c/o Servicemaster Contract Services,561722.0
16794,[210],Sling-Choker Mfg. (Thunder Bay) Ltd.,238299.0
16795,[1280],Falcon Road Services Inc.,237990.0
16796,[3061],Active Concrete Works Ltd.,236220.0
16797,[799],Sodexo Canada Ltd.,561722.0
16798,[1583],Moraal Transport Inc.,484122.0
16799,[737],Aqua Tek Mechanical Inc.,238160.0
16800,[2903],Ash Plumbing & General Contractors Ltd.,238160.0
16801,[1866],University of Ontario Institute of Technology,611310.0
16802,[1138],BNW Mechanical Inc.,238160.0
16803,[1472],Candeck Ltd.,238160.0
16804,[2106],Jade Logic Building Technologies Inc.,238160.0
16805,[701],Carefor Health & Community Services,621610.0
16806,[1592],NCE Northern Commercial Exteriors Ltd.,238160.0
16807,[1485],Thousand Islands Mechanical Ltd. a.k.a. T.I. Mechanical,238160.0
16808,[490],Veterens School Locker Services,238160.0
16809,[658],Z’s Panel Installing,238160.0
16810,[1223],Coventry Connections (Niagara) Inc.,485310.0
16811,[2058],Leeds and Grenville Community Family Health Team,621610.0
16812,[1514],RBG Security,561612.0
16813,[2724],Green Force Protection,561612.0
16814,[1044],London Health Sciences Centre,622111.0
16815,[1705],Police Services Board of the Corporation of the Town of Gananoque,913130.0
16816,[1667],C & W Facility Services Canada Inc.,561722.0
16817,[1752],Surespan Wind Energy Services Ltd.,237130.0
16818,[180],Roni Excavating Limited,236110.0
16819,[378],Tbm Service Group Ltd.,561722.0
16820,[1545],E.D.S. Contracting & Repair Services Ltd.,238910.0
16821,[1688],Providence Care Hospital,622310.0
16822,[2447],Algonquin Nursing Home,623110.0
16823,[24],Impact Cleaning Services Limited,561722.0
16824,[902],H. W. & Associates,561722.0
16825,[1989],Hallmark Housekeeping Services Inc.,561722.0
16826,[1490],Impact Cleaning Services Ltd.,561722.0
16827,[345],Estia Building Maintenance,561722.0
16828,[1490],Impact Cleaning Services Ltd.,561722.0
16829,[1695],Brookfield Global Integrated Solutions,561722.0
16830,[113],GDI Services (Canada) LP,561722.0
16831,[2635],Brewers Retail Inc. operating as The Beer Store,445310.0
16832,[345],Estia Building Maintenance,561722.0
16833,[101],1609177 Ontario Inc.,238990.0
16834,[903],Construction Services Ontario/1966952 Ontario Inc.,238990.0
16835,[2198],C & W Services Inc.,561722.0
16836,[1778],Terra Fence Inc.,238990.0
16837,[1695],Brookfield Global Integrated Solutions,561722.0
16838,[1068],Total Fence Power Services Inc.,238990.0
16839,[2534],C & W Services Inc. (previously DTZ Canada Inc.),561722.0
16840,[1633],Kie Kat Construction Inc.,238990.0
16841,[1497],Residential Carpentry Contractors' Association of Greater Toronto on behalf of Avenida Carpentry Ltd,238350.0
16842,[22],One Facility Maintenance Inc.,561722.0
16843,[1497],Residential Carpentry Contractors' Association of Greater Toronto on behalf of Caledana Carpentry Ltd,238350.0
16844,[1497],Residential Carpentry Contractors' Association of Greater Toronto on behalf of Exclusive Carpentry Enterprises Ltd./A. C Joe Banchieri Carpenters,238350.0
16845,[1497],Residential Carpentry Contractors' Association of Greater Toronto on behalf of Matera Carpentry Contractors Ltd.,238350.0
16846,[1497],Residential Carpentry Contractors' Association of Greater Toronto on behalf of Professional Carpentry Ltd.,238350.0
16847,[2749],Amphora Maintenance Services Inc.,561722.0
16848,[2790],Synergy Protection Group Inc.,561612.0
16849,[1497],Residential Carpentry Contractors' Association of Greater Toronto on behalf of O & P Carpentry Ltd.,238350.0
16850,[52],Dexterra,561722.0
16851,[643],9265287 Canada Ltd. o/a APB Cement Finishing,238990.0
16852,[2272],1896001 Ontario Inc. (Formerly Decor Cement Finish Inc.),238990.0
16853,[1277],Troy Christopher Shepherd o/a Kaz Services Construction,238990.0
16854,[2738],Nano Ontario Industries Inc,238990.0
16855,[1103],1847592 Ontario Limited o/a Capcrete,238990.0
16856,[2184],ICS Corp.,238990.0
16857,[1399],Jerome Thomas Mobley o/a Greenleaf Landscape & Masonry,238990.0
16858,[3002],Liquid Stone Corp.,238990.0
16859,[1365],Solid Solutions Corp.,238990.0
16860,[2399],Thomac General Contractor Inc.,238990.0
16861,[1248],Talal Construction Inc.,238990.0
16862,[1257],Oneida Nation of the Thames Emergency Medical Services,621911.0
16863,[127],IND Concrete Floor Solutions Inc.,238990.0
16864,[2981],Limen Landscaping Corp./Limen Hardscape Ltd.,238990.0
16865,[2085],Kristina Landscape Construction Inc,238990.0
16866,[611],Kayanase,238990.0
16867,[2461],Canpor Construction Inc.,238990.0
16868,[1994],1347538 Ontario Inc. o/a Enviro Contracting Ltd.,238990.0
16869,[1356],Belvan Construction Group Limited,238990.0
16870,[853],Barbosa Contracting Inc.,238990.0
16871,[2448],Artisan General Contracting Ltd.,238990.0
16872,[1370],Alliance Site Construction Ltd,238990.0
16873,[1103],1818620 Ontario Ltd. (Emission Tree),238990.0
16874,[2682],Gio Crete Construction Ltd,238990.0
16875,[254],Fusilio Group Ltd.,238990.0
16876,[580],Faro Sodding & Landscaping Ltd.,238990.0
16877,[968],Envision Landscaping Inc.,238990.0
16878,[336],Islington Nurseries Limited,238990.0
16879,[1519],Interlocking Pros Canada Inc.,238990.0
16880,[2784],S & F Construction & Waterproofing (1968560 Ontario Inc.),238990.0
16881,[1971],Rocland Construction Ltd,238990.0
16882,[1315],Regent Landscape Ltd.,238990.0
16883,[1599],Rotatsac Fencing,238990.0
16884,[620],Tarrascape Innovation Inc.,238990.0
16885,[1103],2174704 Ontario Ltd. o/a Finch Hyundai,441110.0
16886,[195],Waterworks Lawn Sprinklers Inc.,238990.0
16887,[1698],St. Matthew's Harmony House,623991.0
16888,[1490],Impact Cleaning Services Ltd.,561722.0
16889,[1068],Touchstone Site Contractors Inc.,238990.0
16890,[1529],Saltcreek Snow & Ice Management Inc.,238990.0
16891,[5],Bee-Clean Building Maintenance,561722.0
16892,[1640],Cornerstone Landscaping Ltd.,238990.0
16893,[5],Bee-Clean Building Maintenance,561722.0
16894,[1211],Scaffoldtech Inc.,238910.0
16895,[397],Cedergreen Landscape Contractors Ltd.,238990.0
16896,[113],GDI Services (Canada) LP,561722.0
16897,[1465],Formbuild Group,238190.0
16898,[643],2145359 Ontario Ltd. o/a Sancon Construction,237110.0
16899,[2464],Sutton Forming Inc.,238190.0
16900,[456],Marathon Underground Constructors Corp.,237310.0
16901,[1613],Built Infrastructure Inc.,237110.0
16902,[2332],Takona Construction Inc.,237310.0
16903,[1454],The Master People,237310.0
16904,[1190],Carpi Tech Canada Inc. C.A.P.R.I. Inc. and Carpi Tech B.V.,236220.0
16905,[2244],Nuera Industrial,238299.0
16906,[465],Above & Beyond Carpentry Inc.,238350.0
16907,[2811],Sixty-Eight Construction Consulting Inc.,238299.0
16908,[355],O & P Carpentry Ltd.,238350.0
16909,[1120],NorthPoint Technical Services,335312.0
16910,[1429],Back 40 Pictures Inc.,512130.0
16911,[2176],Les Services Ménagers Roy (SMR),561722.0
16912,[294],Atlantic Trim & Door Supplies,238350.0
16913,[3050],ASL Agrodrain Limited,238910.0
16914,[1989],Hallmark Housekeeping Services Inc.,561722.0
16915,[113],GDI Services (Canada) LP,561722.0
16916,[3180],Ainsworth Inc. at Metropolitan Toronto Convention Centre,561799.0
16917,[1992],Heritage River Retirement Residence,623310.0
16918,[2832],Markham Stouffville Hospital,622111.0
16919,[1989],Hallmark Housekeeping Services Inc.,561722.0
16920,[3086],Hi Tech Concrete Cutting Inc.,236220.0
16921,[1461],1765414 Ontario Inc. (Fox),238140.0
16922,[564],Seacliff Manor,623310.0
16923,[634],PNR Railworks Inc.,532410.0
16924,[1186],Landform Civil Infrastructures Inc.,237990.0
16925,[1657],Big Dogs Restoration and Concrete Ltd.,238910.0
16926,[61],Hamon Custodis-Cottrell (Canada) Inc.,236220.0
16927,[1806],Towertek 4 Inc.,238990.0
16928,[197],Lennox Snow Fence Co. (1982) Ltd.,237990.0
16929,[1694],K&C Bobcat Services Ltd.,237990.0
16930,[1405],Elite Hydro Excavation Inc.,237110.0
16931,[353],Silver Star Sod & Landscaping o/a 1936522 Ontario Ltd.,236110.0
16932,[1496],Savoie Crane & Service,238990.0
16933,[2943],Edgewater Gardens Long Term Care Centre,623110.0
16934,[2992],DeNovo Treatment Centre,621420.0
16935,[2637],Klen Building Maintenance Inc.,561722.0
16936,[2301],Metric Contracting Services Corp.,236110.0
16937,[2705],Paynel Electrical Contractors,238210.0
16938,[2396],James Mellish Drilling and Sawing,238990.0
16939,[2271],Creamer Cutting Coring,238990.0
16940,[1402],Key Concrete Cutting,238220.0
16941,[819],D C Cutting and Coring Limited,238990.0
16942,[1356],Bel-Con Design Builders Ltd.,236210.0
16943,[1068],"Toure Cleaning Services Ltd,",561722.0
16944,[52],Dexterra,561722.0
16945,[2416],Ottawa Macdonald-Cartier International Airport Authority,488119.0
16946,[1367],Yes Crane Inc.,237990.0
16947,[1660],Amico Infrastructures Inc.,237990.0
16948,[1668],Midome Contracting Ltd.,237310.0
16949,[1477],ALM Siding Corp.,238170.0
16950,[421],Alupro & Contracting Inc.,238170.0
16951,[1668],Midome Contracting Ltd.,237110.0
16952,[1368],Arvis Aluminum Inc.,238170.0
16953,[2461],Canridge Exteriors Inc.,238170.0
16954,[2058],Leading Edge Escalators o/a Ontario Corporation No. 002550399,238291.0
16955,[93],Ontario Corporation Number 2575158 o/a Nortec Elevator Corporation,238291.0
16956,[1314],Jemcor Elevating Inc.,238291.0
16957,[101],2601769 Ontario Inc.,238291.0
16958,[1444],CLC Construction Ltd.,237310.0
16959,[826],Powell (Richmond Hill) Contracting Limited,488490.0
16960,[612],G.T.A. Concrete Cutting,238990.0
16961,[415],Diamond Concrete Cutting Ltd.,238990.0
16962,[1757],GMS Excavating Inc.,237990.0
16963,[1978],Regional Sewer and Watermain Ltd.,237310.0
16964,[1180],Pliteq Inc.,333990.0
16965,[1762],Aluma Safway Inc. o/a Aluma Systems Forming & Shoring,532410.0
16966,[1073],Foxwood Building Corporation,236110.0
16967,[243],9329641 Canada Inc. o/a Hercules Construction Group,236220.0
16968,[1168],Essex County Nurse Practitioner Led Clinic,621494.0
16969,[1058],MBA Aluminum Inc.,238170.0
16970,[2995],Park Lane Terrace Long Term Care Home,623110.0
16971,[2555],ANJ Industrial Fabricating Ltd.,237990.0
16972,[661],J.R. Clarke & Associates Ltd. o/a Inflector Environmental Services,236220.0
16973,[2331],New Democratic Party Members of Parliament,813940.0
16974,[2790],Synergy Elevator Solutions,238291.0
16975,[1759],Centre Street Roofing Limited,238160.0
16976,[422],Anax Roofing Inc.,238160.0
16977,[1480],LI Aluminum Inc.,238170.0
16978,[2461],Canadian Labour Congress,813930.0
16979,[1257],Ontario Gaming West GTA c.o.b. as Elements Casino Flamboro,713210.0
16980,[377],Chartwell Royal Oak Long Term Care Residence,623110.0
16981,[541],Paramed Home Health Care,621610.0
16982,[1820],Extreme Plumbing and Draining Limited,238220.0
16983,[1989],Hallmark Housekeeping Services Inc.,561722.0
16984,[258],Shield Tech Systems Inc.,238390.0
16985,[48],Peel Cheshire Homes (Brampton) Inc.,623993.0
16986,[2790],Synergy North Corporation,221122.0
16987,[359],West Park Healthcare Centre,622310.0
16988,[717],Wood Mill & Trim Owners Assn of Ontario (Trim Assn of Ontario),238350.0
16989,[1257],Onsite Supply Company Limited o/a Ferndale Trim & Doors,238350.0
16990,[101],1013530 Ontario Ltd.,238140.0
16991,[101],1052208 Ontario Inc.,238140.0
16992,[101],1105803 Ontario Inc.,238140.0
16993,[101],1397476 Ontario Inc.,238140.0
