,organization_name,naics_code,Predicted Cluster
15818,Boychyn Excavating Inc.,237310.0,[2729]
15819,D.L.G. Services Inc.,237990.0,[2845]
15820,York Catholic District School Board,611110.0,[613]
15821,Imperial Contracting,237310.0,[1210]
15822,Compass Canada Support Services Ltd. O/A Hurley At Orillia Campus Of Georgian College,561722.0,[58]
15823,Petawawa Public Library,519121.0,[329]
15824,1960822 Ontario Corp.,237120.0,[667]
15825,S & J Crane Rental,237990.0,[3098]
15826,ACR Mechanical Ltd.,238160.0,[1577]
15827,Gdi Services (Canada) Lp,561722.0,[27]
15828,Continental Insulation Sudbury Ltd.,238160.0,[2976]
15829,HCN-Revera Lessee (Portobello) LP by its general partner HCN-Revera Lessee (Portobello) GP Inc.,623110.0,[384]
15830,RM Air Solutions Inc.,238160.0,[708]
15831,Coulson Contracting Limited,238910.0,[1740]
15832,Islamic Foundation School,611110.0,[496]
15833,"ADT Security Services Canada, Inc.",561621.0,[772]
15834,GDI Services (Canada) LP,561722.0,[27]
15835,Bayfield House Retirement Lodge,623310.0,[800]
15836,Leuschen Transportation,485410.0,[1737]
15837,Jack Cooper Transport Canada Inc.,484110.0,[2516]
15838,1187839 Ontario Ltd.,237990.0,[2032]
15839,Jestek Electric Ltd.,238210.0,[38]
15840,Sky Café Ltd.,722511.0,[812]
15841,Renin Canada Corp.,236110.0,[2702]
15842,Islamic Institute of Toronto Academy,611110.0,[989]
15843,Collus PowerStream Corp.,221122.0,[1314]
15844,2291764 Ontario Inc. o/a as Family Options Inc.,624110.0,[2980]
15845,Building and Maintenance Ind.,561722.0,[1774]
15846,RBG Security Inc.,561612.0,[2208]
15847,Industrial Solutions 2561315 Ontario Ltd.,238299.0,[14]
15848,Canadian Mental Health Association - Sudbury/Manitoulin,621420.0,[192]
15849,Nutra Services Inc.,722310.0,[453]
15850,Metric Contracting Services Corporation,237310.0,[119]
15851,Larco Hospitality Inc. o/a Toronto Marriott City Centre,721111.0,[836]
15852,United Food and Commercial Workers Local 175,813930.0,[1025]
15853,Welland Public Library,519121.0,[329]
15854,Participation Lodge,623210.0,[1362]
15855,S & R Nursing Homes Ltd. o/a Westmount Gardens,623110.0,[152]
15856,Brown's Fine Food Services Inc.,722310.0,[460]
15857,Broadbent Institute,541611.0,[989]
15858,MWS Solutions Inc.,238299.0,[1402]
15859,"Hope Street Terrace, Lafontaine Lodge Ltd. c.o.b. as Community Nursing Home",623110.0,[2204]
15860,Fantastik Maintenance Services,561722.0,[1504]
15861,Corporation of The Town of Georgina,913910.0,[103]
15862,Fuhrscher Installations Inc.,237310.0,[806]
15863,Iron Forming Inc.,237990.0,[1609]
15864,UPS SCS Inc.,492110.0,[806]
15865,Edgewater Industrial Services Inc.,238210.0,[1175]
15866,Lapointe-Fisher Nursing Home,623110.0,[2699]
15867,All Terrain Property Maintenance Inc.,238990.0,[2249]
15868,Legal Aid Ontario - Central District,541190.0,[471]
15869,Legal Aid Ontario - Toronto North District,541190.0,[471]
15870,Four Villages Community Health Centre,621499.0,[757]
15871,Extreme Drilling Inc.,237130.0,[632]
15872,Colombus Roofing & Aluminum (2015) Ltd.,238160.0,[591]
15873,10139629 Canada Inc.,237110.0,[124]
15874,Dominion Construction,236220.0,[2422]
15875,Astound Group,238390.0,[561]
15876,"Muslim Association of Hamilton, Islamic School of Hamilton",611110.0,[258]
15877,Carefor Health & Community Services Pembroke-Renfrew County,623110.0,[133]
15878,Anmar,237310.0,[375]
15879,Dexterra (previously Carillion Services Canada Inc.),561210.0,[424]
15880,Melvin Cement Finish Stucco Ltd./Melvin Cement Finish Sttucco Ltd.,238990.0,[375]
15881,Southlake Regional Health Centre Allied,622111.0,[142]
15882,Jaffa Plumbing Inc.,238220.0,[2045]
15883,4066197 Canada Inc/Excavatek,238910.0,[264]
15884,Loomis Express A Division of Transforce,492110.0,[510]
15885,Cadillac Fairview Corporation Limited,531120.0,[604]
15886,A. Van Egmond Construction (2005) Ltd.,237110.0,[1572]
15887,Carefor Health & Community Services,621610.0,[133]
15888,Canadian Union of Public Employees,813930.0,[89]
15889,Fresh Advancements Inc.,413150.0,[806]
15890,Kids and Company Ltd.,624410.0,[78]
15891,Municipal Maintenance Inc.,562910.0,[582]
15892,CBI Home Health o/a We Care Home Health,621610.0,[1327]
15893,Markham Public Library Board,519121.0,[1526]
15894,Pace Independent Living,623993.0,[297]
15895,Ippolito Produce Ltd.,413150.0,[812]
15896,Corporation of The City of Mississauga,913910.0,[2]
15897,Orillia Christian Centre,624220.0,[2015]
15898,Beausoleil First Nation,621911.0,[813]
15899,One Kenton Place,623110.0,[138]
15900,Saint Elizabeth Health Care - HNV Northumberland,621610.0,[210]
15901,Akman Construction Inc.,237990.0,[212]
15902,South Shore Contraction Inc.,237990.0,[1450]
15903,D.L. Building Materials Inc.,444190.0,[2227]
15904,Clothing Pickup for Cerebral Palsy Trust,624120.0,[2115]
15905,Deb-cor Group Ltd./Rocomar Group Ltd.,236220.0,[561]
15906,Expercom Telecommunications Inc.,238210.0,[2283]
15907,KA Vanderzwaag Construction Inc.,237310.0,[2372]
15908,Multi Service Group Inc.,236220.0,[2554]
15909,Multi Service Group Inc.,236220.0,[2554]
15910,Carillion Services Inc.,561722.0,[319]
15911,Brookfield Global Integrated Solutions LP,561210.0,[331]
15912,GDI Services (Canada) LP,561722.0,[27]
15913,GDI Services (Canada) LP,561722.0,[27]
15914,City Electric Inc.,238210.0,[735]
15915,1659894 Ontario Ltd. o/a Servicemaster Contract Services,561722.0,[2025]
15916,ASCO Construction Ltd. and ASCO Construction Toronto Ltd.,236220.0,[126]
15917,Rulli Group Corporation,236220.0,[561]
15918,Vital Industrial Solutions Inc.,811310.0,[14]
15919,Alexander Heaton Crane Services,238990.0,[408]
15920,Case Manor Care Community,623110.0,[2234]
15921,Chartwell Wedgewood Retirement Residence,623310.0,[139]
15922,Elizabeth Fry Society of Simcoe Muskoka,813310.0,[306]
15923,CEDA Field Services LP,237990.0,[2498]
15924,Pinnacle Civil Constructors,237990.0,[3151]
15925,Ambler & Co. Inc.,237990.0,[1053]
15926,Blair Smith Excavating,237110.0,[2411]
15927,Atlantic Structural Formwork Inc.,237990.0,[1035]
15928,Chartwell Stonehaven Retirement Residence,623110.0,[139]
15929,Carillion Canada Inc.,237310.0,[321]
15930,Michael Garron Hospital,622111.0,[325]
15931,F.C.M.  Construction Ltd.,237110.0,[151]
15932,CITI Group Inc.,238140.0,[410]
15933,G.C. Hudson Supply Limited,237310.0,[6]
15934,J & R Hydrovac 2363613 Ontario Ltd.,237130.0,[2281]
15935,Centennial Construction and Contracting (Niagara) Inc.,237310.0,[1180]
15936,Con-Terra Group Ltd.,237990.0,[1546]
15937,Excavatech JL 9115-1951 QC Inc.,237310.0,[912]
15938,Excavatech JL 9115-1951 QC Inc.,237990.0,[912]
15939,Awl Excavating Inc.,237310.0,[2029]
15940,Kerry's Place Autism Services,623992.0,[290]
15941,Spand Construction Ltd.,237990.0,[151]
15942,JK Landscape Inc.,238990.0,[806]
15943,2577605 Ontario Inc.,238190.0,[807]
15944,2577605 Ontario Inc.,237990.0,[807]
15945,Powell Foundations,237990.0,[1564]
15946,Rose Erosion Control Services,237310.0,[478]
15947,D.L.G. Services Inc.,237990.0,[2845]
15948,Arriscraft Canada Inc.,327390.0,[124]
15949,Eastern Crane Rentals Inc.,237990.0,[874]
15950,Les Installations Hutchison Inc.,237990.0,[1488]
15951,Justice Hydrovac,237990.0,[467]
15952,2287733 Ontario Ltd. o/a La Stella,238190.0,[2025]
15953,2287733 Ontario Ltd. o/a La Stella,237990.0,[2025]
15954,Cope Construction & Contracting Inc.,237990.0,[911]
15955,Jim Robinson Contracting Inc.,237110.0,[599]
15956,Jim Robinson Contracting Inc.,237990.0,[599]
15957,Jim Robinson Contracting Inc.,237990.0,[599]
15958,Jim Robinson Contracting Inc.,237990.0,[599]
15959,Moes Contracting,237990.0,[184]
15960,Oxford Civil Group Inc.,237990.0,[410]
15961,North of Superior Healthcare Group,622111.0,[702]
15962,Quality Tank Inc.,237990.0,[562]
15963,YMCA of Simcoe/Muskoka,624410.0,[1344]
15964,ACE Bakery Limited,311811.0,[6]
15965,Corporation of The Town of Tillsonburg,221122.0,[103]
15966,Metric Contracting Services Corporation,237110.0,[119]
15967,JMCC Ltd.,561799.0,[787]
15968,PEP Construction Inc.,237130.0,[2604]
15969,NST Contracting,237310.0,[184]
15970,1457478 Ontario Inc. o/a In-Depth Contracting/Expert Asphalt Ltd.,236220.0,[2980]
15971,Bee-Clean Building Maintenance,561722.0,[41]
15972,Valentine Underground Services Ltd.,237110.0,[2703]
15973,Downes Excavating,237990.0,[958]
15974,James Dick Concrete a Division of Lafarge Canada Inc.,327320.0,[2309]
15975,1811965 Ontario Inc.,332999.0,[807]
15976,Salvation Army Honeychurch Family Life Resource Centre,623999.0,[317]
15977,Downes Excavating,237310.0,[958]
15978,"MVT Canada Bus, Inc.",485110.0,[124]
15979,Best Western Brantford Hotel and Conference Centre,721111.0,[513]
15980,CRS Tunnelling Inc.,237110.0,[1850]
15981,1887014 Ontario Ltd. c/o Servicemaster Contract Services,561722.0,[964]
15982,Kora Commercial Services o/a Servicemaster Contract Services of London,561722.0,[2067]
15983,Association des enseignantes et des enseignants Franco-Ontariens (AEFO),813930.0,[258]
15984,Metropolitan Maintenance A Division of 469006 Ontario Inc.,561722.0,[122]
15985,Target Roofing Contractors Inc.,238160.0,[2926]
15986,Fiber Core,238210.0,[375]
15987,Paramed Home Health Care - Region of Waterloo,621610.0,[15]
15988,Toronto Central Local Health Integration Network,621610.0,[1034]
15989,Fengate Maintenance Ltd.,561799.0,[812]
15990,Safe Unlimited Masonry Inc.,236220.0,[1437]
15991,"Even Floor Inc., and Even Floor Leveling Company",236220.0,[2579]
15992,Onyx Electrical,238210.0,[1838]
15993,Weechi-it-te-win Family Services Inc.,624190.0,[2216]
15994,PeopleCare Tavistock,623110.0,[480]
15995,Aramark Canada Ltd.,722310.0,[33]
15996,Nota Plumbing & Heating Inc.,238220.0,[2229]
15997,A & M Masonry O/A 1612562 Ontario Ltd.,238140.0,[2277]
15998,Agriculture Technology Inc.,238299.0,[806]
15999,Elementary Teachers Federation of Ontario,813930.0,[979]
16000,Elementary Teachers Federation Of Ontario,813930.0,[979]
16001,Compass Group Canada Ltd.,722310.0,[7]
16002,PWTransit Canada Ltd.,485110.0,[1077]
16003,Fountain View Care Community,623110.0,[339]
16004,Norfinch Care Community,623110.0,[339]
16005,St. George Care Community,623110.0,[224]
16006,Harmony Hills Care Community,623110.0,[1513]
16007,Fieldstone Commons Care Community,623110.0,[339]
16008,Deerwood Creek Care Community,623110.0,[339]
16009,Weston Terrace Care Community,623110.0,[1643]
16010,Midland Gardens Care Community,623110.0,[1549]
16011,Square One Pumping Inc.,237990.0,[3076]
16012,MCF Highrise Forming Inc.,238190.0,[1609]
16013,Mountain Equipment Co-operative,451119.0,[1208]
16014,Aramark Canada Ltd.,722310.0,[33]
16015,Walker Environmental Group Inc.,562990.0,[1092]
16016,RES Masonry Inc.,236220.0,[1843]
16017,MT Maintenace Inc.,561722.0,[806]
16018,Resform Construction Ltd./ RES 2000 Structures Inc.,236220.0,[2614]
16019,MDEL Inc.,236220.0,[25]
16020,Huinink Corp.,236220.0,[371]
16021,RES Masonry Inc.,238140.0,[1843]
16022,Safe Unlimited Masonry Inc.,238140.0,[1437]
16023,Compass Group Canada Ltd.,722310.0,[7]
16024,Polar Pak Inc.,326198.0,[806]
16025,SP Plus Security of Canada,561612.0,[503]
16026,Allmix Concrete Inc.,327320.0,[903]
16027,Bristol Road - Labourers' Local 183 Non-Profit Homes Inc.,561722.0,[1786]
16028,Unity Village Local 183 Non-Profit Homes Inc.,561722.0,[468]
16029,Bee-Clean Building Maintenance,561722.0,[41]
16030,BC Property Maintenance Ltd.,531310.0,[625]
16031,CCC concrete Finishing Ltd.,238910.0,[2851]
16032,BRC Restoration Inc.,236220.0,[1185]
16033,Canadian Academy of Recording Arts and Sciences (CARAS),711130.0,[108]
16034,"Greenfield South Power Corporation, Eastern Power Limited and North Green Limited",221122.0,[1450]
16035,Canadian Country Music Association (CCMA),711130.0,[108]
16036,Universal Sand & Gravel Limited,212323.0,[426]
16037,VHA Home Healthcare Toronto Central,621610.0,[1199]
16038,Alectra Utilities Corporation,221122.0,[2809]
16039,Hallmark Housekeeping Services Inc.,561722.0,[68]
16040,J.F. Brennan Co. Inc.,237990.0,[2533]
16041,Aramark Canada Ltd.,561722.0,[33]
16042,Elite Crane Rental Inc.,237990.0,[874]
16043,Lakehead Ironworks,237990.0,[280]
16044,Olg Slots At Dresden Raceway,713210.0,[1359]
16045,Schlegel Villages Inc. o/a The Village of Glendale Crossing,623110.0,[185]
16046,1926705 Ontario Inc. o/a AAR-CON Excavating,237310.0,[2980]
16047,Dexterra,561722.0,[424]
16048,Keewatin-Patricia District School Board,611110.0,[158]
16049,Action Hydrovac,237130.0,[375]
16050,Allstream Waste Solutions Inc.,237130.0,[1402]
16051,Elliot Lake Public Library Board,519121.0,[2495]
16052,Rock Electric Inc.,238210.0,[735]
16053,STM-Logistics and Manufacturing ULC,333511.0,[1975]
16054,Royal Rose Place,623110.0,[1711]
16055,2126169 Ontario Inc.,237990.0,[807]
16056,Our Place Peel,624190.0,[662]
16057,National Fast Freight,488519.0,[1033]
16058,2432453 Ontario Limited,238190.0,[274]
16059,4312712 Ontario Limited,238190.0,[274]
16060,GDI Services (Canada) LP,561722.0,[27]
16061,Outland Carillion Services,561722.0,[2377]
16062,"Compass Group Canada (Chartwells) Ltd., Marquise Hospitality (Southbrook Retirement)",561722.0,[1031]
16063,Pipe-All Plumbing & Heating Ltd.,238220.0,[2229]
16064,Accurate Railroad Construction Ltd.,237990.0,[151]
16065,Hoelscher Dewatering Inc.,237990.0,[1886]
16066,Innovative Pipeline Crossings IPC,237990.0,[375]
16067,Aramark Canada Ltd.,722310.0,[33]
16068,Savoie Crane & Service,237990.0,[1407]
16069,Sesqui Inc.,237990.0,[25]
16070,Trench Limited,335990.0,[6]
16071,Honeywell Limited,561210.0,[6]
16072,EO Generation Limited Partnership,221111.0,[6]
16073,Neutron Electrical Contracting Inc.,238210.0,[1838]
16074,TKB Site Servicing,237990.0,[1533]
16075,TKB Site Servicing,237110.0,[1533]
16076,Structform Hodgson Civil Inc.,236220.0,[2887]
16077,Applied Restoration Ltd.,236220.0,[1185]
16078,Impact Cleaning Services Ltd.,561722.0,[16]
16079,AMW Underground Limited,237990.0,[991]
16080,Hoelscher Dewatering Inc.,237110.0,[1886]
16081,Compass Group Canada Limited operating as Chartwells,722310.0,[1031]
16082,Mantor Landscape Limited,236110.0,[2286]
16083,AMW Underground Limited,237130.0,[991]
16084,PWTransit Canada Ltd.,485110.0,[1077]
16085,Halton Healthcare,622111.0,[2182]
16086,Ambler & Co Inc.,238910.0,[1053]
16087,Health Sciences North/Horizon Santé-Nord,622111.0,[925]
16088,598424 Ontario Ltd. o/a Russell Construction,237990.0,[2025]
16089,LTS Build Services Ltd.,236110.0,[2716]
16090,Scott Trudeau Construction Corporation,237310.0,[32]
16091,Southmount Family Practice Inc.,621110.0,[2216]
16092,Closing the Gap Healthcare Group Inc.,621340.0,[2541]
16093,C & W Facility Services Canada Inc.,561722.0,[84]
16094,1738863 Ontario Ltd. Badger Daylighting Inc.,237120.0,[2032]
16095,1641569 Ontario Inc.,237120.0,[807]
16096,1674517 Ontario Inc. o/a Rettie Utilities,237120.0,[2980]
16097,6947930 Ontario Inc.,237120.0,[807]
16098,1573037 Ontario Ltd. Badger Daylighting Inc.,237120.0,[2032]
16099,Moffatt Excavating and Utilities Ltd. Badger Daylighting Inc.,237120.0,[958]
16100,Reliable Digging Services Ltd. Badger Daylighting Inc.,237120.0,[837]
16101,KWM Utilities Inc.,237120.0,[2809]
16102,Trane Canada,333413.0,[264]
16103,Standard Mechanical Systems ltd.,238220.0,[1577]
16104,Black And Mcdonald Ltd.,238220.0,[238]
16105,Direct Energy Business Services,238220.0,[1045]
16106,Daikin Applied Inc.,238220.0,[806]
16107,CIMCO Refrigeration,238220.0,[375]
16108,Lactalis (Previously Kraft Heinz Canada),311990.0,[375]
16109,Canadian Opera Company,711112.0,[456]
16110,TAIE International Institute,611110.0,[1186]
16111,Android Brampton - LLC,336370.0,[213]
16112,Excavation LePam Inc.,237990.0,[1460]
16113,Excavation LePam Inc.,237310.0,[1460]
16114,Adware Promotions Inc.,541899.0,[806]
16115,OPUS Mechanical Services,238220.0,[2135]
16116,Applewood Forming Inc.,238190.0,[1609]
16117,"Ferrovial Services Ontario, Ltd.",488490.0,[2716]
16118,Artcon Forming Ltd,238190.0,[1086]
16119,Carillion Canada,561722.0,[1374]
16120,Hospice Care Ottawa,621610.0,[217]
16121,Atlantic Contracting Inc.,237110.0,[811]
16122,Blackrock Foundation Solutions Inc.,237990.0,[496]
16123,Right Time Heating and Air Conditioning Canada,416120.0,[2467]
16124,RxDM (Ontario) Inc.,446110.0,[806]
16125,Central Pipeline Management Ltd.,237130.0,[819]
16126,Central Pipeline Management Ltd.,237990.0,[819]
16127,Quality Sterling Group,238340.0,[3064]
16128,AMW Underground Limited,237110.0,[991]
16129,Boychyn Excavating Ltd.,237990.0,[2729]
16130,Capital Crane Corp.,238190.0,[760]
16131,LPS Excavating and Trucking Services,237990.0,[2868]
16132,Central Pipeline Management Ltd.,237110.0,[819]
16133,7324384 Manitoba Ltd.,237990.0,[812]
16134,SLR Contracting Group Inc.,237110.0,[1047]
16135,Wheeler Excavations,237110.0,[1896]
16136,Kentex Backhoe Rental,237310.0,[1710]
16137,Kentex Backhoe Rental,237990.0,[1710]
16138,2494604 o/a Flow Infrastructure Technologies Ltd.,237130.0,[375]
16139,Champlain Ready Mix Inc.,327320.0,[1790]
16140,North Timber General Contracting,237990.0,[2212]
16141,Norcon Excavation,237990.0,[1460]
16142,Senvion Canada Inc.,333611.0,[124]
16143,Tender Choice Foods Inc.,311615.0,[1169]
16144,Legal Aid Ontario,541190.0,[471]
16145,Vista Radio Ltd.,515110.0,[812]
16146,Carea Community Health Centre,621494.0,[3044]
16147,Imerys Talc Canada Inc.,327990.0,[124]
16148,15 Gervais Drive Limited,531310.0,[6]
16149,RWC Ray White & Co. Inc.,237990.0,[99]
16150,Pachecos Contractors Ltd.,237990.0,[1584]
16151,Madd Excavation Inc.,237990.0,[2628]
16152,Birnam Excavating Ltd.,237990.0,[482]
16153,A & K Excavating,237990.0,[391]
16154,X-Core Construction Ltd.,237990.0,[151]
16155,"Compass Group Canada Ltd, operating as Eurest Dining Services at the Durham Regional Courthouse",722310.0,[1031]
16156,Pipe Line Contractors Association of Canada,237120.0,[3133]
16157,Madd Excavation Inc.,237110.0,[2628]
16158,Matanda Homes Limited o/a Julianna Homes,236110.0,[6]
16159,Victorian Order Of Nurses,621610.0,[13]
16160,VICE Studio Canada Inc,512110.0,[144]
16161,X-Core Construction Ltd.,237110.0,[151]
16162,Norcon Excavation,237990.0,[1460]
16163,Ambler & Co. Inc.,237310.0,[1053]
16164,"Schwartz/Reisman Centre, Daycare & Preschool",624410.0,[2936]
16165,Mardave Construction (2007) Ltd.,237990.0,[3042]
16166,Mardave Construction (2007) Ltd.,237990.0,[3042]
16167,Teti Transport Limited,237990.0,[2989]
16168,Con-Way Float Service Ltd.,237990.0,[680]
16169,Con-Way Float Service Ltd.,237990.0,[680]
16170,Construct Inc.,237110.0,[2497]
16171,J C Excavating & Utility Services,237990.0,[1326]
16172,J C Excavating & Utility Services,237990.0,[1326]
16173,1573335 Ontario Ltd. o/a Charlton Group,237110.0,[1338]
16174,J C Excavating & Utility Services,237130.0,[1326]
16175,Haffie Crane Ltd.,237990.0,[874]
16176,MJD Masonry Inc.,238140.0,[937]
16177,"Providence Care Centre, Providence Care Hospital",622310.0,[375]
16178,North Frontenac Telephone Haliburton Company,238220.0,[2212]
16179,MCA Contracting Ltd.,238220.0,[558]
16180,Tbm Services Group,561799.0,[1646]
16181,Jackson Roofing GTA Inc.,238160.0,[2446]
16182,LifeLabs LP,621510.0,[1677]
16183,ATP-Consolidated Maintenance Services,238220.0,[944]
16184,Northec Construction Inc.,236110.0,[212]
16185,Aramark Canada Ltd.,722310.0,[33]
16186,Les Installations Miral,237310.0,[1488]
16187,Maicon ICI Inc.,237990.0,[1043]
16188,Maicon ICI Inc.,237310.0,[1043]
16189,Lansdowne Excavation Limited,237990.0,[943]
16190,"Brightpath Kids Corp. (c.o.b. Peekaboo Kid Child Care, Derry)",624410.0,[371]
16191,Lansdowne Excavation Limited,237990.0,[943]
16192,Mtm-2 Contracting Inc.,237310.0,[1405]
16193,Facility Services Corporation,561722.0,[417]
16194,Maicon ICI Inc.,237110.0,[1043]
16195,Robert Q Airbus Inc.,485210.0,[1406]
16196,Espartel Investments Ltd. c.o.b. Ramada Hotel & Suites,721111.0,[1413]
16197,Niagara Support Services,624120.0,[252]
16198,Trillium Health Partners,622111.0,[605]
16199,Canadian Museums Association (CMA),712115.0,[108]
16200,Meridion Holding Corp.,238190.0,[371]
16201,Mike's Craning Service Inc.,237990.0,[162]
16202,Regent Landscape Ltd.,237990.0,[650]
16203,ATP-Consolidated Maintenance Services,238220.0,[944]
16204,Electrical Contractors Association of Hamilton,238210.0,[629]
16205,Mammoet Canada Eastern Ltd.,532410.0,[1775]
16206,Marathon Drilling Co. Ltd.,237310.0,[440]
16207,Rosewood Senior Living/Erie Glen,623310.0,[559]
16208,Electrical Contractors Association of Central Ontario,238210.0,[629]
16209,Tito Construction Ltd.,237990.0,[151]
16210,Tito Construction Limited,237310.0,[283]
16211,Oasis Women's Centre,624190.0,[67]
16212,Canadian Mental Health Association,621420.0,[192]
16213,ParaMed Home Health Care Toronto Central,621610.0,[15]
16214,Paramed Home Health Care-Oshawa/Lindsay,621610.0,[15]
16215,Newcomer Women's Services Toronto (NEW),624190.0,[1091]
16216,Ward And Burk Microtunnelling Ltd.,237110.0,[238]
16217,Barricade Traffic Services Inc.,238990.0,[394]
16218,E2Z Coatings and Services Inc.,325510.0,[1975]
16219,Barricade Traffic Services Inc.,238990.0,[394]
16220,Westgate Lodge,623110.0,[2559]
16221,Altex Industries Inc.,238299.0,[969]
16222,Soldon Construction Inc.,237990.0,[212]
16223,Soldon Construction Inc.,237110.0,[212]
16224,Soldon Construction Inc.,237310.0,[212]
16225,Shearock Construction Group Inc.,237990.0,[1379]
16226,Stone Ridge General Contracting Ltd.,236220.0,[1298]
16227,N.K.C. Conveyor Installation Company,238299.0,[375]
16228,Canadian Cinema Services Inc.,236110.0,[108]
16229,L. W. Hendriks,237310.0,[375]
16230,Belt Inc.,238140.0,[25]
16231,R.W. Tomlinson Limited,237310.0,[1490]
16232,Belt Inc.,238140.0,[25]
16233,Descimco Inc.,238299.0,[25]
16234,O' Leary's Ltd.,237310.0,[812]
16235,Peppertree Air Solutions Inc.,416120.0,[708]
16236,"Red Lobster Canada, Inc.",722511.0,[3144]
16237,Iron Forming Inc. (Orin Enterprises Inc./Roni Excavating Inc.),238990.0,[1609]
16238,Dependable Mechanical Systems Inc.,238220.0,[2783]
16239,Stone Ridge General Contracting Ltd. / Stone Ridge Masonry Ltd.,238140.0,[1476]
16240,Titan Demolition Inc.,238910.0,[1959]
16241,Titan Demolition Inc.,236220.0,[1959]
16242,YMCA-YWCA of The National Capital Region,713940.0,[1721]
16243,Insight Engineering & Construction,238220.0,[1012]
16244,Torham Developments Ltd.,238910.0,[781]
16245,PSF Mechanical Inc.,238220.0,[765]
16246,Torham Developments Ltd.,236220.0,[781]
16247,Algoma Residential Community Hospice (ARCH Hospice),624190.0,[1192]
16248,Hallmark Housekeeping Services Inc.,561722.0,[68]
16249,Maison Fraternité,624190.0,[1275]
16250,Gdi Services (Canada) Lp,561722.0,[27]
16251,823727 Ontario Limited,238320.0,[274]
16252,Neil Montague Construction Limited,238910.0,[1368]
16253,Lifestyle Custom Homes Inc.,236110.0,[2496]
16254,QCE Canada Ltd.,238299.0,[1077]
16255,MD Construction Corp.,237130.0,[759]
16256,Crce Construction Ltd.,237130.0,[2577]
16257,Crce Construction Ltd.,237110.0,[2577]
16258,1123491 Ontario Inc o/a United Contracting,237130.0,[3081]
16259,AGN Aecon-Six Nations Joint Venture Six Nations of the Grand River,237120.0,[375]
16260,Hermanns Contracting Limited,238990.0,[1740]
16261,Canadian Health Coalition,813310.0,[108]
16262,Canviro Services Corp.,236220.0,[2716]
16263,Zetta Property Maintenance Inc. Labour Asap Inc. operating as Zetta Construction Zetta Demolition & Excavation,236220.0,[625]
16264,Tyco Integrated Fire and Security Canada Inc.,561621.0,[269]
16265,Matheson Constructors Limited,236220.0,[6]
16266,Performcrete Inc.,236220.0,[25]
16267,"Ciro Excavating & Grading Inc., MJC Contracting 2014 Inc.",236220.0,[2353]
16268,"969774 Ontario Limited o/a Elgin Construction, 1010976 Ontario Limited o/a Elgin Construction, 2153592 Ontario Limited o/a Elgin Construction, 2153743 Ontario Limited o/a Elgin Construction, and 21914",236110.0,[1619]
16269,Prairie Plumbing Ltd.,238220.0,[976]
16270,Prairie Plumbing Ltd.,238220.0,[976]
16271,Canadian National Exhibition Association,711311.0,[442]
16272,Stratford Shakespearean Festival of Canada,711311.0,[2143]
16273,Tafelmusik,711311.0,[375]
16274,Prairie Plumbing Ltd.,238220.0,[976]
16275,1874176 Ontario Inc. c.o.b as Annex Mechanical,238160.0,[807]
16276,Urban Mechanical Contracting Ltd.,238160.0,[1577]
16277,True North Sheet Metal Inc.,238160.0,[2292]
16278,College Employer Council for the College of Applied Arts and Technology,611210.0,[1703]
16279,PeopleCare Communities Inc. c.o.b. Oakcrossing Retirement Living,623110.0,[480]
16280,Compass Group Canada Ltd. Operating at Lord Elgin Starbucks,722310.0,[7]
16281,Helping Hands Orillia,624120.0,[375]
16282,Royal Woodworking Co. Ltd.,321919.0,[1711]
16283,Unitehere,813930.0,[375]
16284,O'Brien Fabrications Ltd.,238390.0,[812]
16285,Algonquin Bridge Limited o/a Algonquin Bridge,332311.0,[6]
16286,1451023 Ontario Inc. dba W Toronto Hotel (Formerly Toronto Marriott Bloor Yorkville),721111.0,[807]
16287,CYM Hospitality Operations LP as the Courtyard by Marriott Downtown Toronto,721111.0,[3199]
16288,Graphix Plus,323113.0,[375]
16289,DTZ Canada Inc. (d/b/a C & W Services),561722.0,[485]
16290,Spectrum Mechanical (2009) Ltd.,238160.0,[1519]
16291,Northern Air & Mechanical Systems Inc.,238220.0,[2758]
16292,Gay Lea Foods Co-Operative Limited,311515.0,[2248]
16293,Gladiator Ceramic (Céramique Gladiateur),238340.0,[375]
16294,ELaRoc Stone Inc.,238340.0,[1298]
16295,Bernardette Henrique c.o.b. as Courtice Roofing,238160.0,[375]
16296,2401233 Ontario Inc. o/a Owen Sound Family Health Organization,621110.0,[2980]
16297,1088416 Ontario Inc. c.o.b. as Country Estates Retirement Home,623310.0,[82]
16298,Montana Electrical Contractors Ltd.,238210.0,[1838]
16299,2465855 Ontario Ltd. o/a The Pan Pacific Hotel,721111.0,[2025]
16300,Atlantic Packaging Products Ltd. (Retail Packaging Division),326111.0,[111]
16301,KSD Enterprise LTD. o/a Delta Hotels by Marriott Toronto Airport & Conference Centre,721111.0,[812]
16302,Humber River Hospital,622111.0,[469]
16303,VP Protection Inc.,561612.0,[806]
16304,Pipe Line Contractors Association of Canada,237120.0,[3133]
16305,Pipe Line Contractors Association of Canada,237120.0,[3133]
16306,ION,561722.0,[375]
16307,Pipe Line Contractors Assn of Canada,237120.0,[189]
16308,"Sinai Health System, Mount Sinai Hospital",622111.0,[1890]
16309,"Sinai Health System, Mount Sinai Hospital",622111.0,[1890]
16310,"Sinai Health System, Mount Sinai Hospital",622111.0,[1890]
