organization_name,naics_code
Top Gun Construction (1781745 Ontario Limited),238140.0
Topi Masonry Ltd.,238140.0
Total General Bricklayers Ltd.,238140.0
Tribrik Administration Ltd.,238140.0
Trican Masonry Contractors Inc.,238140.0
Tricarlane Masonry Contractors Inc.,238140.0
Triline Inc.,238140.0
Trio Masonry 2016 Ltd.,238140.0
Trueline Construction Company Limited,238140.0
Twin Brick (2241672 Ontario Inc.),238140.0
Uni Star Masonry Ltd.,238140.0
United Mcm Bricklayers Ltd.,238140.0
Uni-Tri Masonry (1989) Limited,238140.0
Universal Construction (1026490 Ontario Limited),238140.0
V & J Masonry Contractors Ltd.,238140.0
Va Bricklayers Ltd.,238140.0
Varzim Brick Inc.,238140.0
Vd & Son Construction Limited,238140.0
Venice Construction Inc.,238140.0
Vez Masonry Ltd.,238140.0
Via-Con Masonry Inc.,238140.0
Vila Bricklaying Ltd.,238140.0
Village Masonry Works Inc.,238140.0
Vmv Brick & Stone Ltd.,238140.0
Walter Masonry Contractors Limited,238140.0
Winter & Summer Construction Co. Ltd.,238140.0
Zhong Xiang Construction Ltd.,238140.0
Sanjak Aluminum Inc.,238170.0
Total Aluminum Inc.,238170.0
Nova Exteriors and Aluminum Ltd.,238170.0
People Care (A.R. Goudie Facility),623110.0
1909293 Ontario Inc.,238140.0
Citywide Tenting & Trim Limited,238140.0
GTA Tarping Inc.,238140.0
Megacity,238140.0
Mr. T. Tarping Inc.,238140.0
Rainbow Exterior Wrap (1829026 Ontario Limited),238140.0
Ridwell Inc.,238140.0
Tarpland Tenting Corp.,238140.0
Tersigni Landscape Construction Inc.,238140.0
Tonius Traditional Construction Corp.,238140.0
Toronto Outdoors,238140.0
Toronto Tarping Corp.,238140.0
Total Complete Tarping & Powerwash (1861382 Ontario Inc.),238140.0
Vene Landscaping,238140.0
1909293 Ontario Inc.,238140.0
Citywide Tenting & Trim Limited,238140.0
Gta Tarping Inc.,238140.0
Megacity,238140.0
Mr. T. Tarping Inc.,238140.0
Rainbow Exterior Wrap (1829026 Ontario Limited),238140.0
Ridwell Inc.,238140.0
Tarpland Tenting Corp.,238140.0
Tersigni Landscape Construction Inc.,238140.0
Tonius Traditional Construction Corp.,238140.0
Toronto Outdoors,238140.0
Toronto Tarping Corp.,238140.0
Total Complete Tarping & Powerwash (1861382 Ontario Inc.),238140.0
Vene Landscaping,238140.0
STP Drilling and Water Solutions,237990.0
Nishnawbe-Aski Police Service Board,914110.0
STP Drilling and Water Solutions,237990.0
10178047 Canada Ltd.,238140.0
10234184 Canada Corporation o/a Dupont Masonry,238140.0
1371246 Ontario Inc. o/a No Name Contractors,238140.0
1512765 Ontario Inc. o/a Joshua Insulation,238140.0
1552786 Ontario Inc. o/a F.A. Vintage Construction,238140.0
1954135 Ontario Limited,238140.0
2020268 Ontario Ltd.,238140.0
2511693 Ontario Inc.,238140.0
2517471 Ontario Ltd. o/a Dab Construction Co.,238140.0
2538317 Ontario Inc.,238140.0
2568713 Ontario Ltd. o/a 5 Stars Masonry,238140.0
794926 Ontario Inc. o/a AK Masonry,238140.0
9909931 Canada Inc. /Blessed Construction,238140.0
Aryon Construction Ltd.,238140.0
Bahia Masonry Construction Ltd.,238140.0
C2 Masonry Ltd.,238140.0
Carvastone Construction Corp,238140.0
Colonia Masonry Inc.,238140.0
D.C Masonry,238140.0
Drame Solutions,238140.0
Duarte Bricklayers Ltd.,238140.0
Durent's Landscaping Service,238140.0
F.P. Construction Inc.,238140.0
Faavv Masonry Ltd.,238140.0
FTM Construction,238140.0
Game of Stones Concrete & Masonry Ltd.,238140.0
HNM Masonry Inc.,238140.0
James Landscaping Services,238140.0
Jorzi Construction Inc.,238140.0
JP Masonry Ltd.,238140.0
"LSC Bricklayers, Ltd.",238140.0
Lumen Masonry Ltd.,238140.0
Madeira Brick Ltd.,238140.0
Mena Inc.,238140.0
Mintfield Construction Inc.,238140.0
More Masonry Inc.,238140.0
MP Masonry Ltd.,238140.0
MTO Masonry Ltd.,238140.0
Murrays Masonry,238140.0
Myles Construction,238140.0
Nord General Contractor Ltd.,238140.0
Obidos Construction Ltd.,238140.0
Proline Masonry Ltd.,238140.0
Sama Masonry Ltd.,238140.0
SCP Bricklayers & Renovations Ltd.,238140.0
Silva Stone Masonry Construction Company,238140.0
Stonedge Contracting Inc.,238140.0
Sun Stone Masonry Ltd.,238140.0
Tekno Masonry & General Contracting Ltd.,238140.0
TNT Masonry Ltd.,238140.0
Toledo Masonry Inc.,238140.0
Total Enterprises,238140.0
Northeastern Ontario Construction Association,237990.0
1941851 Ontario Inc. o/a Gestion Pontiac Inc./Pontiac Management Inc.,238910.0
Emcon Services Inc.,488490.0
London Paving Bros. Inc.,237990.0
ParaMed Home Health Care,621610.0
1434378 Ontario Inc. o/a Commercial Cleaning Services,561722.0
1434378 Ontario Inc. o/a Commercial Cleaning Services,561722.0
Edcore Enterprises (1987) Ltd. c.o.b. Bee-Clean Building Maintenance,561722.0
National Traffic Safety Management Inc.,238910.0
Professional Traffic And Road Services Inc.,238910.0
Steed And Evans Limited,238910.0
Stop And Slow Inc.,238910.0
Weather Sealant Inc.,238140.0
Courtyard by Marriott Toronto Mississauga West,721111.0
Simpsons Fence London Ltd.,238990.0
Sunbeam Centre,623222.0
Canadian Centre for Policy Alternatives,813910.0
Commissionaires Great Lakes,561612.0
TRON Construction and Mining LP,238210.0
Saint Elizabeth Health Care - Clarington,621610.0
L.S. Couto Contracting Inc.,237310.0
Greater Toronto Railing Association,238990.0
Borall Fence & Guide Rail Contractors Ltd.,238990.0
B&M Health Care Services Limited,561612.0
"Ambassador HVAC Inc., Martino Contractors Ottawa Ltd., Martino Contractors Ltd., 2228333 Ontario Limited",238220.0
ET Construction Inc.,811310.0
Gdi Services (Canada) Lp,561722.0
"Maple Ridge Retirement Services,  a division of Brown's Fine Food Services Inc.",624120.0
ASI Group Ltd.,238350.0
Delbridge Contracting Limited,238990.0
Serv-U-Clean,561722.0
People In Transition (Alliston) Inc,623991.0
Arthur's Concrete Cutting & Core Drilling/Arthur's Concrete Grinding and Polishing Limited/Arthur's Floor Leveling and Epoxy Limited/Corescan Ltd.,238990.0
Electrical Mechanical Innovations Inc.,238210.0
Direct Electric Corporation,238210.0
Rose City Electric Limited,238210.0
Roniso Corporation,238990.0
Ontario Refrigeration and Air Conditioning Contractors Association,238220.0
Canadian Automatic Sprinkler Association,238220.0
JCL Concrete Pumping Ltd.,238110.0
Guido Lunardon o/a Fieldstone Contracting,238140.0
Reliance Comfort LP,811412.0
Reliance Comfort Lp,811412.0
Reliance Comfort Lp,811412.0
Angus Consulting Management Limited,531310.0
Ontario Refrigeration and Air Conditioning Contractors Association,238220.0
Wallaceburg Retirement Residence,623310.0
B-Safe Electric Ltd.,238210.0
Hampton Court Retirement Residence,623310.0
Safe Unlimited Masonry Inc.,236110.0
Professional Association of Foreign Service Officers/Association Professionnelle Des Agents Du Service Extérieur,813920.0
All Railings (D.F.L),238390.0
Armer Steel Limited,238390.0
Bass Installation,238390.0
Cult Ironworks Ltd,238390.0
Bramalea Steelworks Ltd.,238390.0
Expo Steel Limited,238390.0
Elicc Holdings Co. Ltd,238390.0
Fabris Ironworks Inc,238390.0
GP Custom Inc.,238390.0
Kaymen Steel Inc.,238390.0
Ready-Weld Metal Fabricators Inc.,238390.0
Model Railings Inc.,238390.0
Marek Hospitality Inc.,722310.0
Roman Metal Fabrication Ltd.,238390.0
Luciano Janitorial Services,561722.0
Stonegate Metal Fabricators,238390.0
Torsteel Co. Limited,238390.0
Sturdy Power Lines Ltd.,238210.0
Impact Cleaning Services Ltd.,561722.0
Venture Metal Works,238390.0
Dexterra,561722.0
St. Crispin's Day Care Centre,624410.0
Cochrane Polar Bear Habitat and Heritage Village,712190.0
Presentex Canada Inc.,238390.0
Salvation Army Islington Seniors' Shelter,624220.0
Village Green Long Term Care Facility,623110.0
Sebba Steel Construction Ltd.,238390.0
Unity Health Toronto,622111.0
GDI Services (Canada) LP,561722.0
Compass Group Canada Ltd.,722310.0
Talon Industries Inc.,238299.0
GDI Services (Canada) LP,561722.0
Chartrand’s Your Independent Grocer (140977 Canada Inc.),445110.0
December One Masonry,238140.0
Dillon Bros. Roofing,238160.0
Dexterra Integrated Services,561722.0
Toure Cleaning Services,561722.0
1075177 Ontario Ltd o/a General Maintenance Services,238990.0
Baywoods Place,623110.0
Ridgeview Long Term Care,623110.0
Meadows Long Term Care,623110.0
"Dufferin Aggregates, a Division of CRH Canada Group Inc.",212314.0
Welded Tube of Canada Corp.,331210.0
C & W Facility Services Canada Inc.,561722.0
C & W Facility Services Canada Inc.,561722.0
Siemens Healthcare Limited,621390.0
687412 Ontario Ltd. c.o.b. as G.S. Sheet Metal,238220.0
St. Joseph’s Healthcare Hamilton,622111.0
2184440 Ontario Limited operating as S.E.M. Construction,236220.0
Gordon Ruth and Company Ltd.,238210.0
Ryder Truck Rental Canada Ltd.,532120.0
Holiday Inn Downtown Windsor,721111.0
Lexus Cleaning Services Inc.,561722.0
Demoforyourreno Inc.,236220.0
Providence Motherhouse,813110.0
Cast for Kids Childcare Centre,624410.0
Caressant Care Nursing & Retirement Homes Limited,623110.0
University Of Ontario Institute Of Technology,611310.0
Monte Carlo Inn Barrie Suites,721111.0
Fabwrights,238299.0
Twin Mechanical Contracting ltd.,238299.0
Bee Clean,561722.0
Industrial Floor Systems Corp.,238330.0
FBS Masonry Ltd.,238140.0
Northern Crack Sealers Inc.,237310.0
ASAP Secured Inc.,561612.0
Flato Developments Inc.,236110.0
Randen Electrical Systems,238210.0
York University Student Centre,561722.0
2517395 Ontario Inc. o/a Hightec Inc. and Hightec Construction Services Inc.,236220.0
John McGivney Children's Treatment Centre,624110.0
Port Hope Police Services Board,913130.0
Torch Educational Foundation operating as The Mabin School,611110.0
Saint Elizabeth Health Care at Hillcrest Reactivation Centre,621610.0
2605660 Ontario Corporation o/a 360 Demolition & Environmental Services,236220.0
Generation Electrical Services Inc.,238210.0
Riverman Custom Cutting & Coring Inc.,238990.0
District of Sault Ste. Marie Social Services Administration Board,913910.0
"Polane Inc., 9001-5546 Quebec Inc. o/a Polane Excavation",238910.0
11183761 Canada Inc. o/a T.S. Concrete,238910.0
8150648 Canada Inc o/a Pavés Unis Sousa,238140.0
Niagara Support Services,623210.0
8150648 Canada Inc o/a Pavés Unis Sousa,238910.0
Hastings And Prince Edward District School Board,611110.0
Green Haven Shelter for Women,623991.0
G.C Utter Industrial,238299.0
"Polane Inc., 9001-5546 Quebec Inc. o/a Polane Excavation",238910.0
Cascades Recovery + a division of Cascades Canada ULC,418120.0
Commissionaires Hamilton,561612.0
Ale Industrial Inc.,237990.0
Defined Infrastructures Inc.,237130.0
Highline Forming Ltd.,238190.0
2679680 Ontario Inc.,237110.0
Service Ménage Roy,561722.0
Hurricane Hydro Vac Services - London,238990.0
4095839 Canada Inc. o/a Rapid Cleaners,561722.0
Scandinavian Building Services,561722.0
American Building Maintenance,561722.0
Canada Concrete Corporation,327320.0
C. Valley Paving Limited,237310.0
Optimal Excavating,237110.0
C.J. Bondy Plumbing,238220.0
Upfield Canada Ltd.,811310.0
Auto Warehousing Company Canada Ltd.,484229.0
Bee-Clean Building Maintenance,561722.0
Compact Constructors Ltd.,238990.0
Ritz Plastics Inc.,326198.0
Roxboro Excavation Inc.,236220.0
Compass MultiTech Inc.,238299.0
Nuforce Electrical & Security Co. Ltd.,238210.0
"Couvent Mont-Saint-Joseph, Sco",813110.0
Gastier M.P. Inc.,238299.0
Miller Transit Limited,485210.0
Robotik Demolition LB Inc.,238910.0
"Nu-Brick Inc., 1645089 Ontario Corp.",236220.0
Dexterra,561722.0
Fantastik Maintenance Services,561722.0
John Howard Society of Toronto,623310.0
Dow Building Cleaners,561722.0
Niagara Support Services,623210.0
Compass Group Canada Ltd.,561722.0
Springfield Hotels Airport Inc. c.o.b. as Hampton Inn & Suites Toronto Airport,721111.0
Corrcoat Services Inc.,236220.0
GFL Environmental Inc.,562910.0
Sodexo Canada Ltd.,722310.0
PTW Asset Services Ltd.,238210.0
Hallmark Housekeeping Services Inc.,561722.0
Dark Energy Solutions Inc.,238990.0
2159813 Ontario Inc. (C.A. Contracting),237110.0
Scarborough Health Network,622111.0
Choice Inc.,238990.0
Rob Collins Electric Inc.,238210.0
SL Excavation INC.,237990.0
Ledcor Projects Eastern Limited,237310.0
Monte Carlo Inn Airport Suites,721111.0
Accurate Road Construction Ltd.,237110.0
Renewi Canada Ltd.,562920.0
R & T Excavation,237990.0
Board of Management of the District of Kenora Home For The Aged,623110.0
2399088 Ontario Limited o/a Dependable Maintenance Janitorial,561722.0
Dufferin Construction Co and Royel Paving,237310.0
"Dufferin Construction Company, a division of CRH Canada Group Inc.",237310.0
JJ Directional Drilling Inc.,237990.0
Shalom Manor Long Term Care Home,623110.0
Rockwell Site Works Inc.,237310.0
Yokohama Tire (Canada) Inc.,326210.0
Hallmark Housekeeping Services Inc.,561722.0
Hydrovac King Ltd.,237990.0
Herc Rentals,532410.0
Edwards Excavating & Construction Inc.,237310.0
PTR Services Inc.,237310.0
Reliance Comfort Limited Partnership,238220.0
Villa Da Vinci Retirement Residence,623110.0
Maxx North America Group Inc.,238390.0
Machina Construction Ltd.,237110.0
Chemours Canada Company,325130.0
Labatt Breweries Ontario Division of Labatt Breweries of Canada,413220.0
Gemini Homes,236110.0
Algoma Public Health,621494.0
1022804 Ontario Inc. o/a Motor Express Toronto,484110.0
Readyvac Inc.,237130.0
Caressant Care Nursing Home and Retirement Homes Limited operating as Maples Retirement Home for Seniors,623310.0
Emcon Services Inc.,488490.0
"Mennonite Home Association of York County, Parkview Home for the Aged",623110.0
J & A Cleaning Solutions Limited,561722.0
Tropicana Community Services,624110.0
"Miller Concrete, A Division of Miller Paving Limited",327320.0
Ontario Railroad Contractors Association,237990.0
Humber River Hospital,622111.0
Humber River Hospital,622111.0
Marek Hospitality Inc.,722310.0
C & W Facility Services Canada Inc.,561722.0
Ronsco Inc.,336510.0
Town of Pelham,913910.0
Borea Construction ULC,238990.0
Golder Associates Ltd.,541330.0
Religious Hospitallers Of Saint Joseph Of The Hotel Dieu Of Kingston,622111.0
ICS Facility Services,561722.0
Best Services Pros,561722.0
PGC Traffic Inc.,237310.0
InnVest Hotels LP o/a Comfort Inn Kenora,721111.0
Sierra General Contracting Inc. and Sierra Infrastructure Inc. and Sierra Bridge Inc.,237990.0
Metropolitan Home Products Inc.,238390.0
Alpine Building Maintenance Inc.,561722.0
Central Southwest Ontario Heavy Civil Construction Association,237310.0
A.S.P.Incorporated,561612.0
U.I.D. Development Inc.,236110.0
GDI Services (Canada) LP,561722.0
TBM Services Group,561722.0
Facility Services Corporation,561722.0
Facility Services Corporation,561722.0
Whitchurch–Stouffville Public Library Board,519121.0
TST Overland a division of TST Solutions L.P.L.P.,484122.0
Impact Cleaning Services Ltd.,561722.0
SQM Janitorial Services Inc.,561722.0
Grizzly Concrete Cutting Inc.,238220.0
Revera Retirement LP by its general partner Revera Retirement Genpar Inc. operating as Granite Landing,623110.0
Niagara Energy Products,332439.0
lnterpro Technical Services Limited,238299.0
Nuclear Power Group Inc.,238299.0
Homewood Suites by Hilton Toronto Markham,721111.0
JM Hospitality Inc. and HDBB Investment Inc. Operating as Hampton Inn & Suites by Hilton Toronto Markham,721111.0
Hallmark Housekeeping Services Inc.,561722.0
C & W Facility Services Canada Inc.,561722.0
Bimbo Canada,311814.0
Dexterra,561722.0
Linden Footing Limited o/a Linden Concrete Forming,236220.0
Advance Forming Inc.,238190.0
ASG Excavating Inc.,237990.0
Coulxtraining,237310.0
Double Diamond Construction (1993) Ltd.,237990.0
TransAmerica Group of Companies (2007),237310.0
2490179 Ontario Ltd.,237110.0
2078981 Ontario Inc.,237120.0
Road-Ex Contracting Ltd.,237110.0
Myshak Crane & Rigging,237990.0
Sarens Canada Inc.,237990.0
Pro X Contracting Inc.,237990.0
Global Ressources Humaines Inc.,541612.0
Dexterra,561799.0
2490179 Ontario Ltd.,237990.0
Advance Forming Inc.,237990.0
Coulxtraining,237990.0
TransAmerica Group of Companies (2007),237990.0
MHFC Inc. o/a as Milton Flooring Gallery,238330.0
Lunda Construction Co.,237990.0
Corporation of The Town of Kirkland Lake,913140.0
King Drilling,238990.0
Akran Marketing 1222010 Ontario Inc.,541619.0
Pro X Contracting Inc.,237990.0
Savoie Crane & Service,238990.0
002652660 Ontario Inc. o/a Western Hydrovac Inc.,238910.0
Weekes General Contracting Ltd.,236220.0
Diamant Forming Ltd.,236220.0
Trethewey Mechanical Services,238160.0
"Viktoriya Manjos Khaikin , cob as VMH Cladding",238160.0
Western Mechanical Electrical Millwright Services Ltd.,238160.0
Yorktowne Heating & Cooling Inc.,238160.0
Stellar Cladding Ltd.,238160.0
Aurora Public Library Board,519121.0
704 Queen Street East Inc. o/a The Broadview Hotel,721111.0
Titanium Sheet Metal Incorporated,238160.0
Gormley Contracting a division of Gormley Contracting (Roofing) Limited,238160.0
James Stanley Sheet Metal Ltd.,238160.0
Lancaster Architectural Metals & Roofing,238160.0
2558836 Ontario Inc.,238160.0
Best Trade Contractors Inc.,238160.0
Tiffin Retirement Residence,623110.0
CX Mechanical,238160.0
GDI Services (Canada) LP,561722.0
Caribbean African Canadian Social Services,624310.0
Central Southwest Ontario Heavy Civil Construction Association,237310.0
Restorers Group Inc.,236110.0
GDI Services (Canada) LP,561722.0
GDI Services (Canada) LP,561722.0
GDI Services (Canada) LP,561722.0
Sodexo Canada Ltd.,561722.0
Renfrew County Crane Rental,237990.0
Hallmark Housekeeping Services Inc.,561722.0
KMR Contracting and Consulting,237990.0
Durham Catholic District School Board,611110.0
KMR Contracting and Consulting,237990.0
Marathon Underground Constructors Corporation,237310.0
Phoenix Drainage (2019) Ltd.,237990.0
PMM Construction Ltd.,237990.0
PMM Construction Ltd.,238190.0
B & N Cutting And Coring Ltd.,236220.0
PMM Construction Group Ltd.,236220.0
Kinley Construction Of Canada Inc.,238220.0
Dexterra,561722.0
Impact Cleaning Services Ltd.,561722.0
Modern Millwright Inc.,238299.0
Alpine Cleaning Services,561722.0
Blue Tec Construction Inc.,236220.0
Auto Warehousing Company Canada Ltd.,484229.0
Auto Warehousing Company Canada Ltd.,484229.0
Oxford Living o/a Highland Place Retirement Residence,623110.0
Hornepayne Power Inc.,221119.0
Halco Project Consulting Inc.,238299.0
2594020 Ontario Inc. c.o.b. as Taylor Electric Inc.,238210.0
DFL Structures Ltd.,237990.0
Earth Drilling Co. Ltd.,237110.0
2697720 Ontario Limited,237990.0
2159813 Ontario Inc. o/a C.A. Contracting,237990.0
Reliable Cleaning Services,561722.0
Best Services Pros Ltd.,561722.0
Nelli Construction - 2708268 Ontario Inc.,237110.0
Nelli Construction - 2708268 Ontario Inc.,237990.0
R.W. Tomlinson Limited,237990.0
Torovac Services Ltd.,237130.0
Rockwell Site Works Inc.,237990.0
CITI Group Inc.,236220.0
C & W Facility Services Canada Inc.,561722.0
1993627 Ontario Ltd. o/a Great Lakes Concrete,238990.0
TCF West Inc. TCF West (Eastern Division) Inc.,236220.0
Metro Ontario Inc. c.o.b. as Metro Pembroke,445110.0
TCF West (Eastern Division) Inc.,236220.0
CRH Canada Group Inc. operating as Ontario Redimix (ORM Hamilton Operations),327320.0
All-Pro Installations Ltd.,238350.0
Commissionaires Ottawa Division (Windsor),561612.0
KNK Millwright Services Inc.,238299.0
BRC Restoration Inc.,238140.0
Vision Marble and Tile Inc.,238140.0
National Union of Public And General Employees,813930.0
Aramark Canada Ltd.,722310.0
Pierascenzi Construction Limited,237990.0
Bee-Clean Building Maintenance,561722.0
Cannon Services Inc.,238910.0
Edwards Excavating & Construction Inc.,237310.0
Corporation of The City of Mississauga,913910.0
Gotech Communications Inc.,237130.0
Conterra Restoration Ltd,238140.0
"Titan GMS LP, o/a Watson Building Supplies Barrie Yard",416310.0
Hamilton Health Sciences Corporation,622111.0
Sagio Investments Limited and Sagio PM Inc.,238350.0
Best Services Pros,561722.0
Dexterra,561722.0
Fine Line Excavating & Grading Inc.,237990.0
Eric Williams Hydrovac Services,237990.0
Eric Williams Hydrovac Services,237110.0
New Ontario Crane Limited,237990.0
Corporation of The City of Kawartha Lakes,913140.0
Norka Construction Inc.,237990.0
Impact Cleaning Services Ltd.,561722.0
Lash Property Management Limited,531310.0
Dexterra,561722.0
Succession Development Corporation,236220.0
Mama Earth Organics Inc.,454110.0
Villainarts LLC,561920.0
Tri-Line Mechanical Inc.,238220.0
Tri-Line Mechanical Inc.,238220.0
Sunnycorner enterprises inc.,238210.0
Nuna Logistics Partnership,236210.0
Hallmark Housekeeping Services Inc.,561722.0
Young Electrical Services Ltd.,238210.0
Elexicon Energy Inc.,221122.0
Carefor Health & Community Services,621610.0
JNA Construction Inc.,236220.0
"2311812 Ontario Inc., DBA Rose Mechanical",238299.0
Urgiles Bridges Excavating Inc.,237990.0
Roxboro Excavation Inc.,237990.0
Outer Construction Inc.,237310.0
"Bimbo Bakeries USA, Inc. (Viceroy Bakery)",311814.0
March of Dimes Canada,624120.0
TMI Contracting & Equipment Rental Ltd.,238990.0
Zilli Construction Ltd.,238990.0
2159813 Ontario Inc. o/a C.A. Contracting,237310.0
Almita Project Services Inc.,237990.0
Hillmer-Rossi Electric Ltd.,237130.0
LV Giorgi Construction Inc.,237990.0
1573335 Ontario Ltd. o/a Charlton Group,237990.0
Upfield Group,311990.0
Cope Aggregates Inc.,237990.0
Mantor Landscape Limited,238990.0
Mendes Masonry Contractor Ltd.,238140.0
Marbelle Group Inc.,237990.0
Franklin Gardens,623110.0
Zehr Levesque Inc.,236220.0
Marbelle Group Inc.,237130.0
Leeds & Grenville Interval House,623991.0
North Rock Group Ltd.,237990.0
Revere Plastics Systems LLC,326198.0
Trojan Tire Inc.,326210.0
CSL Group Ltd.,238990.0
Outer Construction Inc.,238990.0
James Donn Piling,238299.0
EBC Inc.,237110.0
Sodexo Canada Ltd.,722310.0
Aecon Construction & Materials Limited,237310.0
Alliance Verdi Civil Inc.,237310.0
Belor Construction Ltd.,237310.0
Blackstone Paving,237310.0
Bonnechere Excavating Inc.,237310.0
Bot Construction (Canada) Ltd. (Clarkson Construction Limited),237310.0
Brennan Paving & Construction Ltd.,237310.0
Bronte Construction Ltd.,237310.0
Cegerco Inc.,237310.0
Clearwater Structures Inc.,237310.0
Construction Demathieu & Bard Inc.,237310.0
Dufferin Construction Company,237310.0
EBC Inc.,237310.0
Facca Incorporated,237310.0
Groupe CRT Inc.,237310.0
Blackstone Paving,237310.0
JMJ Construction Inc.,237310.0
Marathon Underground,237310.0
Cegerco Inc.,237310.0
Mulltech Excavating,237310.0
"Construction Demathieu & Bard (Cdb) Inc.,",237110.0
JMJ Construction Inc.,238910.0
Herve Pomerleau Ontario Inc.,237110.0
2543559 Ontario Inc o/a Imperial Contracting,237310.0
Groupe CRT Inc.,237310.0
"614128 Ontario Ltd, (Trisan Construction)",237310.0
National Structures 2011 Inc.,237310.0
Marathon Drilling Co. Ltd,237310.0
All Services Incorporated,237310.0
Rose Erosion Control Services Inc.,237110.0
Herve Pomerleau Ontario Inc.,237310.0
Royalcrest Paving & Contracting Ltd.,237310.0
Premier North Ltd.,237310.0
Rose Erosion Control Services Inc.,237310.0
Royalcrest Paving & Contracting Ltd.,237310.0
Soncin Construction Corp.,237310.0
Town and Country Contracting (Ontario) Ltd.,237310.0
JMJ Rock Forming Inc.,238120.0
Trax Construction Inc.,237310.0
"K & T Switching Service, Inc.",488990.0
Metropolitan Toronto Condominium Corporation No. 978 o/a Prominence Point Condos,531310.0
Atria Development Corporation,236110.0
Medallion Developments Inc.,236110.0
Ox-Bowe Construction,237990.0
Best Trade Contractors Inc.,238299.0
2594105 Ontario Ltd. o/a Zoom Forming,236220.0
New Northwood Development Inc./New Northwood Construction Inc.,236220.0
Lonestar Vacuum Inc.,237990.0
Veolia ES Canada Industrial Services Inc.,238910.0
Double M & M Inc.,561722.0
Homes By Jager,236110.0
Black Light Investigation and Surveillance Services,561612.0
Hallmark Housekeeping Services Inc.,561722.0
Metropolitan Maintenance A Division of 469006 Ontario Inc.,561722.0
2703338 Ontario Inc.,238140.0
Consolidated Shotcrete Inc.,236220.0
Aramark Canada Ltd.,561210.0
Canadian Union of Public Employees and its Local 4000,813930.0
Catholic Cemeteries & Funeral Services- Archdiocese of Toronto,812220.0
Klen Building Maintenance Inc.,561722.0
Santos Construction Solutions Ltd.,238910.0
Alpine Building Maintenance Inc.,561722.0
Cooney Transport Ltd.,484121.0
Chandos,236220.0
Pro Pipe Construction Inc.,238220.0
2703338 Ontario Inc.,236220.0
Ontario Traffic Control Contractors' Association,238210.0
Lexus Cleaning Services Inc.,561722.0
Dexter Trailer Products of Canada Corporation,336350.0
946966 Ontario Limited o/a Summit Mechanical,238220.0
ICS Facility Services,561722.0
Full Circle Materials Ltd.,327320.0
"Fontana Crane Services Inc,",237990.0
468177 Ontario Ltd. o/a Laari Construction Ltd.,236220.0
SKM Electrical Services Inc.,238210.0
Impact Cleaning Services Ltd.,561722.0
South Central Inc.,238140.0
STF Construction Ltd.,236220.0
1434378 Ontario Inc o/a Commercial Cleaning Services,561722.0
Germag Construction Limited,237310.0
Canna Cabana Hamilton a/o 2680495 Ontario Inc.,453993.0
MJ (LCC) Limited Partnership,561722.0
Dexterra,561722.0
Blue Star Construction Corp.,237310.0
Clarkson Construction Co. Ltd.,237310.0
Catalina Excavating Inc.,237110.0
Groundworks Construction Co Ltd,237310.0
Blackstone Paving and Construction Ltd,237310.0
Beatty Haulage Limited,237310.0
Domclean Limited,561722.0
A.R.T. Concrete Forming Ltd.,238110.0
Outland Carillion Services,561722.0
Forestview Retirement Residence,623310.0
Maviro Catalyst Canada Inc.,238990.0
Airon HVAC and Control Ltd. and Airon HVAC Service. (Airon Group of Companies),238220.0
Westview Projects Inc.,236220.0
Care Partners,621610.0
JH World Services Inc.,561722.0
Commissionaires Hamilton Division,561612.0
Voyant Beauty,325620.0
1707219 Ontario Limited c.o.b. as Pave Krete Construction,237310.0
Oxford Elgin - St. Thomas Health Unit,621494.0
Trinity Services Ltd.,238160.0
Stirling Park Retirement Community,623110.0
C & W Facility Services Canada Inc.,561210.0
Stelco Inc.,331110.0
Toronto Zenith Contracting Limited,237130.0
Gold Bond Cleaning Inc.,561722.0
Bee-Clean Building Maintenance,561722.0
Labonté Concrete Ltd.,238110.0
Steelworkers Toronto Area Council Injured Workers Program,813930.0
Kawartha Lakes Retirement Residence,623310.0
Southern Sanitation Inc. o/a Wasteco,562110.0
Podium Development Corp.,237210.0
NexCycle Industries Ltd.,418190.0
Modern Railings & Metalcraft Ltd.,332329.0
Pengelly Iron Works Ltd.,332329.0
Ste-Alco Limited,332329.0
Ciccarelli Contractors Inc.,238990.0
Edcore Enterprises (1987) Ltd. c.o.b. as Bee-Clean Building Maintenance,561722.0
Ontario Gaming GTA LP c.o.b. Casino Woodbine,713210.0
Morguard Investment Limited,531310.0
Colautti Construction,236220.0
Central Glass & Mirror Ltd.,238150.0
Action Canada for Sexual Health and Rights,813310.0
Innovation Building Maintenance,561722.0
Wequedong Lodge of Thunder Bay,913910.0
Brothers Hoisting & Rigging Ltd.,238990.0
1531052 Ontario Ltd. o/a Millennium II,237990.0
B.Dillane Construction Inc,237990.0
H20 Power Holding Limited Partnership,221111.0
Conview Company Inc.,236220.0
Dexterra Integrated Services,561722.0
Conview Company Inc.,238990.0
ICON General Construction Inc.,236220.0
ParaMed Home Health Care,621610.0
Gold Bond Cleaning Inc.,561722.0
Geoform Canada Ltd.,236220.0
Formtek Construction Inc.,236220.0
Zancon Environmental Ltd.,236220.0
Gold Bond Facilities Services,561722.0
Corebuild Construction Ltd.,236220.0
King’s University College,611310.0
Aqlim Construction Ltd.,236220.0
